instance_index,original_test_index,CF_number,distance_to_original,decile1,decile3,fam_inc,lsat,ugpa,fulltime
359,16546,2,1.019803902718557,1.0,1.0,4.0,29.0,3.2,1.0
359,16546,3,1.0770329614269007,1.0,1.0,5.0,30.0,3.4,1.0
360,7845,1,0.10000000000000009,5.0,6.0,3.0,39.0,3.7,1.0
360,7845,2,0.5,5.0,6.0,3.0,39.0,3.1,1.0
360,7845,3,1.0198039027185568,4.0,6.0,3.0,39.0,3.8,1.0
361,7470,1,1.1661903789690602,1.0,1.0,2.0,35.0,3.0,1.0
361,7470,2,1.28062484748657,1.0,1.0,3.0,34.0,3.2,1.0
361,7470,3,1.28062484748657,1.0,1.0,3.0,34.0,3.2,1.0
362,12231,1,0.19999999999999973,4.0,3.0,3.0,33.0,3.7,1.0
362,12231,2,1.0,4.0,3.0,3.0,33.0,2.9,1.0
362,12231,3,1.0198039027185568,3.0,3.0,3.0,33.0,3.7,1.0
363,13833,1,0.0,2.0,2.0,2.0,44.0,2.7,1.0
363,13833,2,1.0770329614269007,2.0,2.0,3.0,44.0,3.1,1.0
363,13833,3,1.22065556157337,2.0,2.0,2.0,45.0,3.4,1.0
364,18024,1,1.445683229480096,1.0,2.0,2.0,24.0,2.9,1.0
364,18024,2,1.7349351572897473,2.0,2.0,2.0,26.0,2.7,1.0
364,18024,3,1.7435595774162693,2.0,2.0,3.0,25.0,2.4,1.0
365,20178,1,0.0,3.0,2.0,3.0,34.0,2.3,1.0
365,20178,2,1.0198039027185568,3.0,2.0,4.0,34.0,2.1,1.0
365,20178,3,1.044030650891055,3.0,2.0,3.0,35.0,2.6,1.0
366,14494,1,1.004987562112089,1.0,1.0,3.0,28.0,2.8,1.0
366,14494,2,1.004987562112089,1.0,2.0,3.0,29.0,2.8,1.0
366,14494,3,1.0295630140987,1.0,1.0,3.0,29.5,3.6,1.0
367,15792,1,0.3999999999999999,1.0,1.0,3.0,27.0,2.7,1.0
367,15792,2,1.019803902718557,1.0,1.0,2.0,27.0,2.9,1.0
367,15792,3,1.044030650891055,1.0,1.0,3.0,28.0,2.8,1.0
368,17641,1,1.0770329614269007,1.0,1.0,3.0,20.0,3.4,1.0
368,17641,2,1.4177446878757827,2.0,1.0,1.0,20.0,2.9,1.0
368,17641,3,1.676305461424021,2.0,1.0,2.0,21.0,3.9,1.0
369,19899,1,0.20000000000000018,1.0,1.0,3.0,27.0,2.7,1.0
369,19899,2,1.004987562112089,1.0,1.0,2.0,27.0,2.6,1.0
369,19899,3,1.0440306508910548,1.0,1.0,3.0,28.0,2.8,1.0
370,6264,1,0.0,8.0,6.0,3.0,30.0,3.2,2.0
370,6264,2,1.0770329614269007,8.0,5.0,3.0,30.0,3.6,2.0
370,6264,3,1.1575836902790224,8.0,6.0,3.0,30.5,3.5,1.0
371,1240,1,0.2999999999999998,2.0,1.0,4.0,41.0,3.2,1.0
371,1240,2,0.5099019513592785,2.0,1.0,4.0,40.5,3.6,1.0
371,1240,3,1.004987562112089,2.0,1.0,4.0,42.0,3.6,1.0
372,17805,1,0.7000000000000002,2.0,1.0,3.0,36.0,3.7,1.0
372,17805,2,1.004987562112089,1.0,1.0,3.0,36.0,2.9,1.0
372,17805,3,1.004987562112089,1.0,1.0,3.0,36.0,3.1,1.0
373,19803,1,0.2999999999999998,1.0,1.0,3.0,28.0,2.8,1.0
373,19803,2,1.0,1.0,1.0,3.0,28.0,2.5,2.0
373,19803,3,1.019803902718557,1.0,1.0,3.0,27.0,2.7,1.0
374,7523,1,1.7320508075688772,1.0,1.0,3.0,20.0,3.4,1.0
374,7523,2,2.5219040425836985,2.0,1.0,3.0,21.0,3.0,1.0
374,7523,3,2.692582403567252,2.0,1.0,1.0,20.0,2.9,1.0
375,19416,1,1.0,1.0,1.0,3.0,28.0,2.8,1.0
375,19416,2,1.2806248474865696,1.0,1.0,4.0,28.0,3.0,1.0
375,19416,3,1.4177446878757824,1.0,1.0,4.0,27.0,3.7,1.0
376,17597,1,1.004987562112089,3.0,3.0,3.0,42.0,2.9,1.0
376,17597,2,1.118033988749895,4.0,3.0,3.0,43.0,2.5,1.0
376,17597,3,1.118033988749895,3.0,3.0,4.0,43.0,3.5,1.0
377,18341,1,0.6999999999999997,7.0,7.0,4.0,40.0,3.3,1.0
377,18341,2,1.0440306508910548,7.0,7.0,4.0,41.0,2.9,1.0
377,18341,3,1.044030650891055,7.0,7.0,4.0,39.0,2.3,1.0
378,19951,1,1.2569805089976538,1.0,1.0,2.0,23.0,3.2,1.0
378,19951,2,1.315294643796591,1.0,1.0,4.0,23.5,2.8,1.0
378,19951,3,1.6401219466856731,1.0,1.0,4.0,24.0,2.5,1.0
379,4835,1,1.0,5.0,4.0,3.0,33.5,3.3,1.0
379,4835,2,1.004987562112089,5.0,4.0,3.0,33.5,3.2,1.0
379,4835,3,1.1224972160321824,5.0,4.0,3.0,34.0,3.2,1.0
380,4959,1,1.16619037896906,2.0,2.0,2.0,29.0,2.7,1.0
380,4959,2,1.4177446878757827,3.0,1.0,2.0,28.0,3.4,1.0
380,4959,3,1.445683229480096,1.0,2.0,2.0,29.0,3.0,1.0
381,17932,1,0.10000000000000009,5.0,2.0,3.0,40.0,3.1,1.0
381,17932,2,1.019803902718557,5.0,3.0,3.0,40.0,2.8,1.0
381,17932,3,1.0770329614269007,5.0,3.0,3.0,40.0,2.6,1.0
382,10824,1,0.5830951894845302,1.0,2.0,3.0,36.0,3.1,1.0
382,10824,2,0.7071067811865476,1.0,2.0,3.0,36.0,3.3,1.0
382,10824,3,1.0295630140987002,1.0,2.0,3.0,36.0,3.7,1.0
383,10108,1,0.5385164807134505,1.0,1.0,4.0,35.5,3.1,1.0
383,10108,2,0.8000000000000003,1.0,1.0,4.0,36.0,3.7,1.0
383,10108,3,1.0,1.0,1.0,3.0,36.0,2.9,1.0
384,11836,1,0.0,1.0,2.0,4.0,37.0,3.9,1.0
384,11836,2,0.5,1.0,2.0,4.0,37.0,3.4,1.0
384,11836,3,1.0198039027185568,1.0,1.0,4.0,37.0,3.7,1.0
385,7655,1,1.4866068747318506,5.0,3.0,3.0,24.0,3.5,1.0
385,7655,2,1.676305461424021,4.0,3.0,3.0,26.0,3.3,1.0
385,7655,3,1.7578395831246947,5.0,4.0,2.0,26.0,2.7,1.0
386,17458,1,1.4177446878757827,2.0,1.0,1.0,20.0,2.9,1.0
386,17458,2,2.2715633383201093,1.0,1.0,3.0,20.0,3.4,1.0
386,17458,3,2.6095976701399777,2.0,1.0,2.0,21.0,3.9,1.0
387,8321,1,0.0,2.0,2.0,3.0,22.7,3.6,1.0
387,8321,2,1.6062378404209012,3.0,3.0,3.0,23.0,2.9,1.0
387,8321,3,1.6673332000533074,3.0,2.0,3.0,24.0,3.3,1.0
388,14069,1,0.0,6.0,1.0,4.0,32.0,2.7,2.0
388,14069,2,2.0223748416156684,6.0,3.0,4.0,32.0,3.0,2.0
388,14069,3,2.177154105707724,5.0,1.0,4.0,33.5,3.4,1.0
389,1308,1,1.1357816691600546,2.0,2.0,3.0,25.5,3.3,1.0
389,1308,2,1.1575836902790224,1.0,2.0,4.0,26.5,3.2,1.0
389,1308,3,1.4594519519326425,2.0,3.0,3.0,26.3,3.7,1.0
390,2260,1,0.19999999999999973,8.0,9.0,4.0,42.0,3.2,1.0
390,2260,2,1.0,8.0,9.0,4.0,41.0,3.4,1.0
390,2260,3,1.004987562112089,8.0,9.0,4.0,41.0,3.5,1.0
391,17970,1,1.0440306508910548,1.0,1.0,3.0,27.0,2.7,1.0
391,17970,2,1.1661903789690602,2.0,1.0,4.0,27.0,3.6,1.0
391,17970,3,1.4142135623730951,3.0,1.0,2.0,27.0,3.0,1.0
392,17389,1,1.0,2.0,2.0,4.0,36.0,3.0,1.0
392,17389,2,1.0,2.0,2.0,4.0,36.0,3.0,1.0
392,17389,3,1.0,2.0,3.0,4.0,35.0,3.0,1.0
393,7705,1,0.0,2.0,1.0,1.0,30.0,2.4,1.0
393,7705,2,1.118033988749895,2.0,1.0,1.0,29.0,2.9,1.0
393,7705,3,1.469693845669907,1.0,1.0,2.0,30.0,2.8,1.0
394,1339,1,0.0,3.0,2.0,4.0,32.0,3.5,1.0
394,1339,2,0.2999999999999998,3.0,2.0,4.0,32.0,3.2,1.0
394,1339,3,1.019803902718557,3.0,2.0,4.0,31.0,3.3,1.0
395,14878,1,0.10000000000000009,1.0,1.0,3.0,34.0,3.2,1.0
395,14878,2,0.10000000000000009,1.0,1.0,3.0,34.0,3.2,1.0
395,14878,3,0.19999999999999973,1.0,1.0,3.0,34.0,3.3,1.0
396,14283,1,0.0,1.0,3.0,4.0,29.5,2.7,1.0
396,14283,2,1.1575836902790224,1.0,2.0,4.0,30.0,3.0,1.0
396,14283,3,1.224744871391589,1.0,3.0,4.0,29.0,3.2,2.0
397,19613,1,1.0440306508910548,1.0,1.0,3.0,36.0,2.8,1.0
397,19613,2,1.0770329614269007,1.0,1.0,3.0,36.0,2.9,1.0
397,19613,3,1.0770329614269007,1.0,1.0,1.0,36.0,2.9,1.0
398,10335,1,0.30000000000000027,1.0,1.0,3.0,34.0,3.2,1.0
398,10335,2,0.30000000000000027,1.0,1.0,3.0,34.0,3.2,1.0
398,10335,3,0.3999999999999999,1.0,1.0,3.0,34.0,3.3,1.0
399,7606,1,1.2688577540449522,4.0,2.0,4.0,30.5,3.0,2.0
399,7606,2,1.57797338380595,3.0,1.0,4.0,30.0,3.1,1.0
399,7606,3,1.6062378404209012,5.0,2.0,4.0,29.7,3.1,2.0
400,1624,1,1.019803902718557,3.0,4.0,3.0,35.0,3.7,1.0
400,1624,2,1.019803902718557,2.0,4.0,4.0,35.0,3.3,1.0
400,1624,3,1.0440306508910548,2.0,3.0,3.0,35.0,3.2,1.0
401,11162,1,0.0,1.0,1.0,3.0,38.0,2.8,1.0
401,11162,2,0.40000000000000036,1.0,1.0,3.0,38.0,3.2,1.0
401,11162,3,1.0,1.0,1.0,3.0,38.0,3.8,1.0
402,3180,1,0.0,1.0,1.0,3.0,20.0,3.4,1.0
402,3180,2,1.469693845669907,2.0,1.0,3.0,21.0,3.0,1.0
402,3180,3,1.8027756377319946,2.0,1.0,2.0,21.0,3.9,1.0
403,16532,1,1.118033988749895,1.0,1.0,3.0,33.0,3.5,1.0
403,16532,2,1.42828568570857,1.0,1.0,3.0,34.0,3.2,1.0
403,16532,3,1.42828568570857,1.0,1.0,3.0,34.0,3.2,1.0
404,2033,1,1.004987562112089,1.0,1.0,3.0,32.0,3.5,1.0
404,2033,2,1.0198039027185568,2.0,2.0,3.0,32.0,3.2,1.0
404,2033,3,1.019803902718557,1.0,1.0,3.0,32.0,3.6,1.0
405,16399,1,0.20000000000000018,2.0,2.0,3.0,32.0,3.2,1.0
405,16399,2,0.58309518948453,2.0,2.0,3.0,32.5,3.3,1.0
405,16399,3,0.6000000000000001,2.0,2.0,3.0,32.0,2.4,1.0
406,13228,1,0.0,1.0,2.0,3.0,36.0,3.7,1.0
406,13228,2,0.40000000000000036,1.0,2.0,3.0,36.0,3.3,1.0
406,13228,3,0.6000000000000001,1.0,2.0,3.0,36.0,3.1,1.0
407,15594,1,0.0,1.0,1.0,3.0,43.0,3.1,1.0
407,15594,2,0.20000000000000018,1.0,1.0,3.0,43.0,2.9,1.0
407,15594,3,0.8000000000000003,1.0,1.0,3.0,43.0,2.3,1.0
408,1172,1,0.0,3.0,3.0,4.0,31.0,3.5,1.0
408,1172,2,1.019803902718557,4.0,3.0,4.0,31.0,3.7,1.0
408,1172,3,1.019803902718557,3.0,2.0,4.0,31.0,3.3,1.0
409,5942,1,0.5099019513592785,2.0,1.0,4.0,30.5,3.1,1.0
409,5942,2,1.0,3.0,1.0,4.0,31.0,3.2,1.0
409,5942,3,1.004987562112089,1.0,1.0,4.0,31.0,3.1,1.0
410,356,1,0.2999999999999998,3.0,2.0,4.0,36.0,3.2,1.0
410,356,2,0.5,3.0,2.0,4.0,36.0,3.0,1.0
410,356,3,0.8999999999999999,3.0,2.0,4.0,36.0,2.6,1.0
411,1469,1,0.0,3.0,1.0,4.0,34.0,3.5,1.0
411,1469,2,0.0,3.0,1.0,4.0,34.0,3.5,1.0
411,1469,3,0.6000000000000001,3.0,1.0,4.0,34.0,2.9,1.0
412,14575,1,1.0,1.0,1.0,4.0,37.0,3.7,1.0
412,14575,2,1.0,1.0,1.0,4.0,37.0,3.7,1.0
412,14575,3,1.019803902718557,1.0,1.0,5.0,37.0,2.5,1.0
413,13166,1,0.0,1.0,1.0,4.0,37.0,3.7,1.0
413,13166,2,0.0,1.0,1.0,4.0,37.0,3.7,1.0
413,13166,3,1.0,1.0,1.0,4.0,36.0,3.7,1.0
414,9856,1,0.0,4.0,2.0,3.0,23.0,2.9,1.0
414,9856,2,1.4142135623730951,3.0,3.0,3.0,23.0,2.9,1.0
414,9856,3,1.469693845669907,3.0,2.0,3.0,24.0,3.3,1.0
415,5433,1,1.16619037896906,1.0,1.0,3.0,27.0,2.7,1.0
415,5433,2,1.469693845669907,1.0,1.0,4.0,27.0,3.7,1.0
415,5433,3,1.469693845669907,1.0,1.0,2.0,27.0,2.9,1.0
416,6681,1,0.5,1.0,1.0,3.0,27.0,2.7,1.0
416,6681,2,1.044030650891055,1.0,1.0,2.0,27.0,2.9,1.0
416,6681,3,1.077032961426901,1.0,1.0,3.0,28.0,2.8,1.0
417,10052,1,1.0,2.0,2.0,4.0,32.0,2.9,1.0
417,10052,2,1.0,1.0,2.0,4.0,31.0,2.9,1.0
417,10052,3,1.0,2.0,2.0,4.0,32.0,2.9,1.0
418,14349,1,0.4242640687119289,1.0,1.0,3.0,31.3,3.0,1.0
418,14349,2,0.6999999999999997,1.0,1.0,3.0,31.0,3.4,1.0
418,14349,3,1.004987562112089,1.0,2.0,3.0,31.0,2.8,1.0
419,20233,1,1.0,5.0,5.0,3.0,23.0,2.3,1.0
419,20233,2,1.9078784028338915,4.0,4.0,4.0,24.0,3.1,1.0
419,20233,3,2.193171219946131,6.0,6.0,3.0,24.0,3.2,1.0
420,10793,1,1.0198039027185568,4.0,3.0,5.0,27.0,2.6,1.0
420,10793,2,1.7578395831246945,3.0,4.0,4.0,26.0,2.5,1.0
420,10793,3,2.0223748416156684,3.0,2.0,4.0,27.0,3.1,1.0
421,14986,1,1.676305461424021,2.0,2.0,1.0,33.0,2.2,1.0
421,14986,2,1.7776388834631178,2.0,2.0,1.0,34.0,3.5,1.0
421,14986,3,1.8027756377319946,2.0,2.0,1.0,34.0,3.6,1.0
422,15776,1,0.10000000000000009,5.0,7.0,4.0,37.0,3.0,1.0
422,15776,2,1.0,5.0,6.0,4.0,37.0,3.1,1.0
422,15776,3,1.004987562112089,5.0,6.0,4.0,37.0,3.2,1.0
423,5499,1,0.0,2.0,2.0,1.0,33.0,2.2,1.0
423,5499,2,1.5362291495737215,2.0,2.0,2.0,32.0,2.8,1.0
423,5499,3,1.5524174696260025,3.0,2.0,2.0,33.5,2.6,1.0
424,14704,1,0.5,3.0,2.0,3.0,25.5,3.1,1.0
424,14704,2,1.0198039027185568,3.0,2.0,3.0,24.0,3.3,1.0
424,14704,3,1.019803902718557,2.0,2.0,3.0,25.0,2.9,1.0
425,932,1,0.20000000000000018,1.0,1.0,4.0,38.0,3.7,1.0
425,932,2,1.0,1.0,1.0,4.0,39.0,3.5,1.0
425,932,3,1.019803902718557,1.0,1.0,4.0,37.0,3.7,1.0
426,13868,1,1.118033988749895,1.0,1.0,2.0,23.0,3.2,1.0
426,13868,2,1.1224972160321824,1.0,1.0,4.0,23.5,2.8,1.0
426,13868,3,1.42828568570857,1.0,1.0,4.0,24.0,2.5,1.0
427,5549,1,1.16619037896906,1.0,1.0,1.0,39.0,2.8,1.0
427,5549,2,1.7320508075688772,1.0,1.0,2.0,41.0,3.2,1.0
427,5549,3,1.7916472867168916,1.0,2.0,2.0,40.0,3.3,1.0
428,19938,1,0.7810249675906655,1.0,1.0,4.0,35.5,3.1,1.0
428,19938,2,1.0440306508910548,1.0,1.0,3.0,36.0,2.8,1.0
428,19938,3,1.0440306508910548,2.0,1.0,4.0,36.0,2.8,1.0
429,4273,1,1.004987562112089,5.0,4.0,3.0,34.0,3.2,1.0
429,4273,2,1.118033988749895,5.0,4.0,3.0,33.5,3.3,1.0
429,4273,3,1.1224972160321824,5.0,4.0,3.0,33.5,3.2,1.0
430,10191,1,0.10000000000000009,1.0,1.0,3.0,28.0,2.8,1.0
430,10191,2,1.004987562112089,1.0,1.0,4.0,28.0,3.0,1.0
430,10191,3,1.0198039027185568,1.0,1.0,3.0,27.0,2.7,1.0
431,6981,1,1.2369316876852976,1.0,1.0,3.0,20.0,3.4,1.0
431,6981,2,1.6062378404209008,2.0,1.0,1.0,20.0,2.9,1.0
431,6981,3,2.0928449536456344,2.0,1.0,2.0,21.0,3.9,1.0
432,3822,1,0.20000000000000018,5.0,3.0,3.0,41.0,3.5,1.0
432,3822,2,0.40000000000000036,5.0,3.0,3.0,41.0,3.7,1.0
432,3822,3,1.0,4.0,3.0,3.0,41.0,3.3,1.0
